test_loss,test_accuracy,test_precision,test_recall,test_f1,test_runtime,test_samples_per_second,test_steps_per_second
0.2550795078277588,0.8979591836734694,0.9029126213592233,0.9489795918367347,0.9253731343283582,0.2292,641.277,43.624
