test_loss,test_accuracy,test_precision,test_recall,test_f1,test_runtime,test_samples_per_second,test_steps_per_second
0.1911054104566574,0.9591836734693877,0.9693877551020408,0.9693877551020408,0.9693877551020408,0.2306,637.492,43.367
