test_loss,test_accuracy,test_precision,test_recall,test_f1,test_runtime,test_samples_per_second,test_steps_per_second
0.3708559572696686,0.9455782312925171,0.96875,0.9489795918367347,0.9587628865979382,0.2272,647.063,44.018
