test_loss,test_accuracy,test_precision,test_recall,test_f1,test_runtime,test_samples_per_second,test_steps_per_second
0.1987316608428955,0.9115646258503401,0.9207920792079208,0.9489795918367347,0.9346733668341709,0.2246,654.426,44.519
