test_loss,test_accuracy,test_precision,test_recall,test_f1,test_runtime,test_samples_per_second,test_steps_per_second
0.2430812567472458,0.9387755102040817,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.2714,541.6,36.844
