test_loss,test_accuracy,test_precision,test_recall,test_f1,test_runtime,test_samples_per_second,test_steps_per_second
0.32946014404296875,0.9387755102040817,0.9405940594059405,0.9693877551020408,0.9547738693467337,0.2404,611.432,41.594
